pool	jp	ko
abil	┏┓{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n┗┛ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　{C1C}{C04}<マークブースト>{C1C}{C01}\n　相手カードの\n　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　×{C1C}{C04}７pt{C1C}{C01}のダメージを\n　あたえる。	┏┓{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n┗┛ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　{C1C}{C04}<마크 부스트>{C1C}{C01}\n　상대 카드의\n　{C1C}{C04}가드 아이콘 수{C1C}{C01}\n　×{C1C}{C04}７pt{C1C}{C01}의 대미지를\n　준다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}１０pt{C1C}{C01}の\n　　ダメージをあたえる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}１０pt{C1C}{C01}의\n　　대미지를 준다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　　自分ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　　자신ＣＰ의\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分の体力を{C1C}{C04}１０pt{C1C}{C01}\n　かいふくする。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신의 체력을 {C1C}{C04}１０pt{C1C}{C01}\n　회복한다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}{C1B}{C03}\n　　상대에게 {C1C}{C04}７pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}을\n　{C1C}{C04}전부{C1C}{C01} 부순다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの中で\n　　{C1C}{C04}一番多いクリスタル{C1C}{C01}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대ＣＰ 중에서\n　　{C1C}{C04}최다 크리스탈{C1C}{C01} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	├┬{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。	├┬{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}７pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<슬로>{C1C}{C01}\n　다음 턴 상대는 반드시\n　{C1C}{C04}후공{C1C}{C01}이 된다.
abil	├┬{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手ののこり体力を\n　　{C1C}{C04}１／２{C1C}{C01}にする。\n　{C1C}{C04}<かねつ>{C1C}{C01}\n　次にヒットした\n　ダメージのみ{C1C}{C04}倍{C1C}{C01}になる。	├┬{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대의 남은 체력을\n　　{C1C}{C04}１／２{C1C}{C01}로 만든다.\n　{C1C}{C04}<가열>{C1C}{C01}\n　다음에 명중한\n　대미지만 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　상대ＣＰ의\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	├┬{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分の体力を\n　{C1C}{C04}１２pt{C1C}{C01}かいふくする。	├┬{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n┴┤ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신의 체력을\n　{C1C}{C04}１２pt{C1C}{C01} 회복한다.
abil	┏┓{C1C}{C04}<マークブースト>{C1C}{C01}\n┗┛相手カードの\n　　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。	┏┓{C1C}{C04}<마크 부스트>{C1C}{C01}\n┗┛상대 카드의\n　　{C1C}{C04}가드 아이콘 수{C1C}{C01}\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}\n　　相手ののこり体力を\n　　{C1C}{C04}１／２{C1C}{C01}にする。\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　相手ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C01}にする。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}\n　　상대의 남은 체력을\n　　{C1C}{C04}１／２{C1C}{C01}로 만든다.\n　{C1C}{C04}<ＣＰ부스트>{C1C}{C01}\n　상대ＣＰ의 크리스탈을\n　{C1C}{C04}전부{C1C}{C01} {C1B}{C01}로 바꾼다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}６pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}을\n　{C1C}{C04}전부{C1C}{C01} 부순다.
abil	┌┐自分ＣＰの{C1B}{C02}の数\n└┘×{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<かねつ>{C1C}{C01}\n　次にヒットした\n　ダメージのみ{C1C}{C04}倍{C1C}{C01}になる。	┌┐자신ＣＰ의 {C1B}{C02} 수\n└┘×{C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<가열>{C1C}{C01}\n　다음에 명중한\n　대미지만 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C03}{C1B}{C03}{C1B}{C03}{C1B}{C03}\n　　相手ののこり体力を\n　　{C1C}{C04}１／２{C1C}{C01}にする。\n　{C1C}{C04}<こおり>{C1C}{C01}\n　次のターン相手は{C1C}{C06}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C03}{C1B}{C03}{C1B}{C03}{C1B}{C03}\n　　상대의 남은 체력을\n　　{C1C}{C04}１／２{C1C}{C01}로 만든다.\n　{C1C}{C04}<얼음>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C06}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	┌┐{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}１０pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<かねつ>{C1C}{C01}\n　次にヒットした\n　ダメージのみ{C1C}{C04}倍{C1C}{C01}になる。	┌┐{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n└┘ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}１０pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<가열>{C1C}{C01}\n　다음에 명중한\n　대미지만 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　　相手カードが\n　　{C1C}{C05}■{C1C}{C01}なら{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<컬러 부스트>{C1C}{C01}\n　　상대 카드가\n　　{C1C}{C05}■{C1C}{C01}라면 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C02}を{C1C}{C04}３個{C1C}{C01}\n　こわす。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ의 {C1B}{C02}을 {C1C}{C04}３개{C1C}{C01}\n　부순다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}\n　　相手ＣＰの{C1B}{C02}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}\n　　상대ＣＰ의 {C1B}{C02} 수\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}７pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<화상>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C04}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　自分ののこり体力が\n　{C1C}{C04}５pt以下{C1C}{C01}ならば\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。\n	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<핀치 부스트>{C1C}{C01}\n　자신의 남은 체력이\n　{C1C}{C04}５pt 이하{C1C}{C01}라면\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.\n
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<화상>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C04}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<やけど>{C1C}{C01}\n　　次のターン相手は\n　　{C1C}{C04}●{C1C}{C01}のダメージが\n　　{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<화상>{C1C}{C01}\n　　다음 턴 상대는\n　　{C1C}{C04}●{C1C}{C01}의 대미지가\n　　{C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<リスクアタック>{C1C}{C01}\n　　相手ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n　　ただし、自分ＣＰの\n　　{C1B}{C01}の数×{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをうける。	　　{C1C}{C04}<리스크 어택>{C1C}{C01}\n　　상대ＣＰ의 {C1B}{C01} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n　　단,자신ＣＰ의\n　　{C1B}{C01} 수×{C1C}{C04}１pt{C1C}{C01}의\n　　대미지를 받는다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}を{C1C}{C04}すべて{C1C}{C01}\n　こわす。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　상대에게 {C1C}{C04}６pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ의 {C1B}{C01}을 {C1C}{C04}전부{C1C}{C01}\n　부순다.
abil	　　{C1C}{C04}<リスクアタック>{C1C}{C01}\n　　相手ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。\n　　ただし、自分ＣＰの\n　　{C1B}{C01}の数×{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをうける。	　　{C1C}{C04}<리스크 어택>{C1C}{C01}\n　　상대ＣＰ의 {C1B}{C01} 수\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.\n　　단,자신ＣＰ의\n　　{C1B}{C01} 수×{C1C}{C04}１pt{C1C}{C01}의\n　　대미지를 받는다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　相手に{C1C}{C04}８pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　상대에게 {C1C}{C04}８pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}을\n　{C1C}{C04}전부{C1C}{C01} 부순다.
abil	　　相手に{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手カードと{C1C}{C04}同じ色{C1C}{C01}の\n　クリスタルを{C1C}{C04}２個{C1C}{C01}\n　こわす。	　　상대에게 {C1C}{C04}１pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대 카드와 {C1C}{C04}같은 색{C1C}{C01}의\n　크리스탈을 {C1C}{C04}２개{C1C}{C01}\n　부순다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ちんもく>{C1C}{C01}\n　次のターン終了まで\n　相手はｸﾘｽﾀﾙｱﾋﾞﾘﾃｨが\n　{C1C}{C04}つかえなくなる{C1C}{C01}。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<침묵>{C1C}{C01}\n　다음 턴 종료까지\n　상대는 크리스탈어빌을\n　{C1C}{C04}쓸 수 없게 된다{C1C}{C01}.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分の体力を{C1C}{C04}４pt{C1C}{C01}\n　かいふくする。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}\n　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신의 체력을 {C1C}{C04}４pt{C1C}{C01}\n　회복한다.
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰドレイン>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}を{C1C}{C04}３個{C1C}{C01}\n　うばいとり\n　自分ＣＰにチャージする。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ드레인>{C1C}{C01}\n　상대ＣＰ의 {C1B}{C01}을 {C1C}{C04}３개{C1C}{C01}\n　빼앗아\n　자신ＣＰ에 충전한다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手カードと{C1C}{C04}同じ色{C1C}{C01}の\n　クリスタルを{C1C}{C04}５個{C1C}{C01}\n　こわす。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대 카드와 {C1C}{C04}같은 색{C1C}{C01}의\n　크리스탈을 {C1C}{C04}５개{C1C}{C01}\n　부순다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}\n　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}\n　　상대에게 {C1C}{C04}４pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<화상>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C04}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<マークブースト>{C1C}{C01}\n　　相手カードの\n　　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<마크 부스트>{C1C}{C01}\n　　상대 카드의\n　　{C1C}{C04}가드 아이콘 수{C1C}{C01}\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<プロテス>{C1C}{C01}\n　次のターン終了まで\n　自分のうけるダメージが\n　{C1C}{C04}１／２{C1C}{C01}になる。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<프로테스>{C1C}{C01}\n　다음 턴 종료까지\n　자신이 받는 대미지가\n　{C1C}{C04}１／２{C1C}{C01}이 된다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分ＣＰの{C1B}{C01}の数\n　×{C1C}{C04}２pt{C1C}{C01}の体力を\n　かいふくする。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신ＣＰ의 {C1B}{C01} 수\n　×{C1C}{C04}２pt{C1C}{C01}의 체력을\n　회복한다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　相手カードと{C1C}{C04}同じ色{C1C}{C01}の\n　クリスタルをＣＰに\n　{C1C}{C04}３個{C1C}{C01}チャージする。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ부스트>{C1C}{C01}\n　상대 카드와 {C1C}{C04}같은 색{C1C}{C01}의\n　크리스탈을 ＣＰ에\n　{C1C}{C04}３개{C1C}{C01} 충전한다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C01}にする。\n	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ부스트>{C1C}{C01}\n　자신ＣＰ의 크리스탈을\n　{C1C}{C04}전부{C1C}{C01} {C1B}{C01}로 바꾼다.\n
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分ＣＰの{C1B}{C01}の数\n　×{C1C}{C04}３pt{C1C}{C01}の体力を\n　かいふくする。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신ＣＰ의 {C1B}{C01} 수\n　×{C1C}{C04}３pt{C1C}{C01}의 체력을\n　회복한다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}\n　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<슬로>{C1C}{C01}\n　다음 턴 상대는 반드시\n　{C1C}{C04}후공{C1C}{C01}이 된다.
